target,date,season,holiday,weekday,workingday,weathersit,temp,atemp,TM1,TM2,TM3,TM4,TM5,TM6,TM7
10,2011-01-03,1,0,1,1,1,0.2,0.1818,11,7,1,1,0,0,0
13,2011-01-03,1,0,1,1,1,0.22,0.2121,10,11,7,1,1,0,0
8,2011-01-03,1,0,1,1,1,0.24,0.2121,13,10,11,7,1,1,0
11,2011-01-03,1,0,1,1,1,0.26,0.2424,8,13,10,11,7,1,1
14,2011-01-03,1,0,1,1,1,0.26,0.2424,11,8,13,10,11,7,1
9,2011-01-03,1,0,1,1,1,0.26,0.2424,14,11,8,13,10,11,7
11,2011-01-03,1,0,1,1,1,0.24,0.2273,9,14,11,8,13,10,11
9,2011-01-03,1,0,1,1,1,0.24,0.2576,11,9,14,11,8,13,10
8,2011-01-03,1,0,1,1,1,0.2,0.2576,9,11,9,14,11,8,13
3,2011-01-03,1,0,1,1,1,0.2,0.2273,8,9,11,9,14,11,8
3,2011-01-03,1,0,1,1,1,0.18,0.197,3,8,9,11,9,14,11
0,2011-01-03,1,0,1,1,1,0.14,0.1515,3,3,8,9,11,9,14
1,2011-01-03,1,0,1,1,1,0.18,0.2121,0,3,3,8,9,11,9
0,2011-01-04,1,0,2,1,1,0.16,0.1818,1,0,3,3,8,9,11
0,2011-01-04,1,0,2,1,1,0.16,0.1818,0,1,0,3,3,8,9
0,2011-01-04,1,0,2,1,1,0.14,0.1515,0,0,1,0,3,3,8
0,2011-01-04,1,0,2,1,1,0.14,0.1818,0,0,0,1,0,3,3
0,2011-01-04,1,0,2,1,1,0.12,0.1515,0,0,0,0,1,0,3
0,2011-01-04,1,0,2,1,1,0.12,0.1515,0,0,0,0,0,1,0
2,2011-01-04,1,0,2,1,1,0.12,0.1515,0,0,0,0,0,0,1
2,2011-01-04,1,0,2,1,1,0.14,0.1515,2,0,0,0,0,0,0
2,2011-01-04,1,0,2,1,1,0.16,0.1515,2,2,0,0,0,0,0
5,2011-01-04,1,0,2,1,2,0.16,0.1364,2,2,2,0,0,0,0
7,2011-01-04,1,0,2,1,1,0.22,0.2121,5,2,2,2,0,0,0
12,2011-01-04,1,0,2,1,1,0.22,0.2273,7,5,2,2,2,0,0
18,2011-01-04,1,0,2,1,1,0.24,0.2273,12,7,5,2,2,2,0
9,2011-01-04,1,0,2,1,1,0.26,0.2576,18,12,7,5,2,2,2
17,2011-01-04,1,0,2,1,1,0.28,0.2727,9,18,12,7,5,2,2
15,2011-01-04,1,0,2,1,1,0.3,0.2879,17,9,18,12,7,5,2
10,2011-01-04,1,0,2,1,1,0.28,0.2727,15,17,9,18,12,7,5
3,2011-01-04,1,0,2,1,1,0.26,0.2576,10,15,17,9,18,12,7
2,2011-01-04,1,0,2,1,1,0.24,0.2576,3,10,15,17,9,18,12
1,2011-01-04,1,0,2,1,1,0.24,0.2576,2,3,10,15,17,9,18
0,2011-01-04,1,0,2,1,1,0.22,0.2727,1,2,3,10,15,17,9
1,2011-01-04,1,0,2,1,1,0.22,0.2576,0,1,2,3,10,15,17
2,2011-01-04,1,0,2,1,1,0.2,0.2273,1,0,1,2,3,10,15
0,2011-01-05,1,0,3,1,1,0.2,0.2576,2,1,0,1,2,3,10
0,2011-01-05,1,0,3,1,1,0.16,0.197,0,2,1,0,1,2,3
0,2011-01-05,1,0,3,1,1,0.16,0.197,0,0,2,1,0,1,2
0,2011-01-05,1,0,3,1,1,0.24,0.2273,0,0,0,2,1,0,1
0,2011-01-05,1,0,3,1,1,0.22,0.2273,0,0,0,0,2,1,0
0,2011-01-05,1,0,3,1,1,0.2,0.197,0,0,0,0,0,2,1
1,2011-01-05,1,0,3,1,1,0.18,0.1818,0,0,0,0,0,0,2
3,2011-01-05,1,0,3,1,1,0.2,0.1818,1,0,0,0,0,0,0
6,2011-01-05,1,0,3,1,1,0.22,0.197,3,1,0,0,0,0,0
4,2011-01-05,1,0,3,1,1,0.22,0.197,6,3,1,0,0,0,0
12,2011-01-05,1,0,3,1,1,0.26,0.2273,4,6,3,1,0,0,0
5,2011-01-05,1,0,3,1,1,0.26,0.2273,12,4,6,3,1,0,0
6,2011-01-05,1,0,3,1,1,0.28,0.2576,5,12,4,6,3,1,0
10,2011-01-05,1,0,3,1,1,0.3,0.2879,6,5,12,4,6,3,1
7,2011-01-05,1,0,3,1,1,0.3,0.2879,10,6,5,12,4,6,3
4,2011-01-05,1,0,3,1,1,0.3,0.3182,7,10,6,5,12,4,6
4,2011-01-05,1,0,3,1,1,0.24,0.2273,4,7,10,6,5,12,4
3,2011-01-05,1,0,3,1,1,0.24,0.2424,4,4,7,10,6,5,12
5,2011-01-05,1,0,3,1,1,0.24,0.2576,3,4,4,7,10,6,5
7,2011-01-05,1,0,3,1,1,0.22,0.2273,5,3,4,4,7,10,6
3,2011-01-05,1,0,3,1,1,0.2,0.197,7,5,3,4,4,7,10
1,2011-01-05,1,0,3,1,1,0.18,0.197,3,7,5,3,4,4,7
1,2011-01-05,1,0,3,1,1,0.2,0.2576,1,3,7,5,3,4,4
0,2011-01-06,1,0,4,1,1,0.18,0.2424,1,1,3,7,5,3,4
0,2011-01-06,1,0,4,1,1,0.16,0.2273,0,1,1,3,7,5,3
0,2011-01-06,1,0,4,1,1,0.16,0.2273,0,0,1,1,3,7,5
0,2011-01-06,1,0,4,1,2,0.16,0.197,0,0,0,1,1,3,7
0,2011-01-06,1,0,4,1,2,0.14,0.1818,0,0,0,0,1,1,3
0,2011-01-06,1,0,4,1,2,0.14,0.1667,0,0,0,0,0,1,1
0,2011-01-06,1,0,4,1,2,0.16,0.2273,0,0,0,0,0,0,1
3,2011-01-06,1,0,4,1,1,0.16,0.2273,0,0,0,0,0,0,0
6,2011-01-06,1,0,4,1,2,0.18,0.2424,3,0,0,0,0,0,0
3,2011-01-06,1,0,4,1,1,0.2,0.2576,6,3,0,0,0,0,0
2,2011-01-06,1,0,4,1,1,0.22,0.2576,3,6,3,0,0,0,0
6,2011-01-06,1,0,4,1,1,0.26,0.2879,2,3,6,3,0,0,0
12,2011-01-06,1,0,4,1,1,0.26,0.2727,6,2,3,6,3,0,0
11,2011-01-06,1,0,4,1,1,0.28,0.2727,12,6,2,3,6,3,0
8,2011-01-06,1,0,4,1,1,0.28,0.2727,11,12,6,2,3,6,3
12,2011-01-06,1,0,4,1,1,0.26,0.2576,8,11,12,6,2,3,6
9,2011-01-06,1,0,4,1,1,0.22,0.2273,12,8,11,12,6,2,3
5,2011-01-06,1,0,4,1,1,0.22,0.2273,9,12,8,11,12,6,2
3,2011-01-06,1,0,4,1,1,0.22,0.2576,5,9,12,8,11,12,6
3,2011-01-06,1,0,4,1,1,0.2,0.2121,3,5,9,12,8,11,12
0,2011-01-06,1,0,4,1,2,0.22,0.2121,3,3,5,9,12,8,11
1,2011-01-06,1,0,4,1,2,0.22,0.2121,0,3,3,5,9,12,8
4,2011-01-06,1,0,4,1,2,0.2,0.197,1,0,3,3,5,9,12
4,2011-01-07,1,0,5,1,2,0.2,0.197,4,1,0,3,3,5,9
2,2011-01-07,1,0,5,1,2,0.2,0.197,4,4,1,0,3,3,5
0,2011-01-07,1,0,5,1,2,0.2,0.197,2,4,4,1,0,3,3
0,2011-01-07,1,0,5,1,2,0.2,0.2121,0,2,4,4,1,0,3
0,2011-01-07,1,0,5,1,3,0.22,0.2727,0,0,2,4,4,1,0
8,2011-01-07,1,0,5,1,2,0.2,0.2576,0,0,0,2,4,4,1
8,2011-01-07,1,0,5,1,1,0.2,0.2121,8,0,0,0,2,4,4
20,2011-01-07,1,0,5,1,1,0.2,0.197,8,8,0,0,0,2,4
9,2011-01-07,1,0,5,1,1,0.2,0.1818,20,8,8,0,0,0,2
16,2011-01-07,1,0,5,1,1,0.22,0.197,9,20,8,8,0,0,0
19,2011-01-07,1,0,5,1,2,0.2,0.197,16,9,20,8,8,0,0
9,2011-01-07,1,0,5,1,2,0.2,0.197,19,16,9,20,8,8,0
9,2011-01-07,1,0,5,1,2,0.2,0.1818,9,19,16,9,20,8,8
7,2011-01-07,1,0,5,1,2,0.2,0.197,9,9,19,16,9,20,8
9,2011-01-07,1,0,5,1,2,0.2,0.2121,7,9,9,19,16,9,20
5,2011-01-07,1,0,5,1,2,0.2,0.2121,9,7,9,9,19,16,9
9,2011-01-07,1,0,5,1,2,0.2,0.2576,5,9,7,9,9,19,16
7,2011-01-07,1,0,5,1,1,0.2,0.2273,9,5,9,7,9,9,19
3,2011-01-07,1,0,5,1,1,0.16,0.197,7,9,5,9,7,9,9
1,2011-01-07,1,0,5,1,1,0.18,0.2121,3,7,9,5,9,7,9
0,2011-01-07,1,0,5,1,1,0.18,0.197,1,3,7,9,5,9,7
2,2011-01-07,1,0,5,1,2,0.18,0.197,0,1,3,7,9,5,9
1,2011-01-07,1,0,5,1,2,0.18,0.197,2,0,1,3,7,9,5
1,2011-01-08,1,0,6,0,2,0.18,0.197,1,2,0,1,3,7,9
1,2011-01-08,1,0,6,0,2,0.18,0.2121,1,1,2,0,1,3,7
3,2011-01-08,1,0,6,0,2,0.18,0.2424,1,1,1,2,0,1,3
0,2011-01-08,1,0,6,0,3,0.18,0.197,3,1,1,1,2,0,1
0,2011-01-08,1,0,6,0,3,0.18,0.197,0,3,1,1,1,2,0
0,2011-01-08,1,0,6,0,2,0.16,0.1667,0,0,3,1,1,1,2
0,2011-01-08,1,0,6,0,2,0.16,0.1667,0,0,0,3,1,1,1
1,2011-01-08,1,0,6,0,2,0.16,0.1818,0,0,0,0,3,1,1
0,2011-01-08,1,0,6,0,3,0.16,0.1818,1,0,0,0,0,3,1
0,2011-01-08,1,0,6,0,3,0.16,0.1818,0,1,0,0,0,0,3
5,2011-01-08,1,0,6,0,2,0.18,0.197,0,0,1,0,0,0,0
2,2011-01-08,1,0,6,0,2,0.2,0.1818,5,0,0,1,0,0,0
8,2011-01-08,1,0,6,0,2,0.2,0.1818,2,5,0,0,1,0,0
7,2011-01-08,1,0,6,0,1,0.2,0.1818,8,2,5,0,0,1,0
12,2011-01-08,1,0,6,0,1,0.2,0.1667,7,8,2,5,0,0,1
5,2011-01-08,1,0,6,0,1,0.2,0.1667,12,7,8,2,5,0,0
8,2011-01-08,1,0,6,0,1,0.18,0.1364,5,12,7,8,2,5,0
5,2011-01-08,1,0,6,0,1,0.16,0.1212,8,5,12,7,8,2,5
3,2011-01-08,1,0,6,0,1,0.14,0.1212,5,8,5,12,7,8,2
4,2011-01-08,1,0,6,0,1,0.14,0.1212,3,5,8,5,12,7,8
0,2011-01-08,1,0,6,0,1,0.12,0.1212,4,3,5,8,5,12,7
2,2011-01-08,1,0,6,0,1,0.12,0.1061,0,4,3,5,8,5,12
1,2011-01-08,1,0,6,0,1,0.12,0.1061,2,0,4,3,5,8,5
0,2011-01-08,1,0,6,0,1,0.1,0.0606,1,2,0,4,3,5,8
1,2011-01-09,1,0,0,0,1,0.1,0.0758,0,1,2,0,4,3,5
0,2011-01-09,1,0,0,0,1,0.1,0.0606,1,0,1,2,0,4,3
0,2011-01-09,1,0,0,0,1,0.1,0.0606,0,1,0,1,2,0,4
0,2011-01-09,1,0,0,0,1,0.1,0.0758,0,0,1,0,1,2,0
0,2011-01-09,1,0,0,0,1,0.08,0.0909,0,0,0,1,0,1,2
0,2011-01-09,1,0,0,0,1,0.08,0.0909,0,0,0,0,1,0,1
0,2011-01-09,1,0,0,0,1,0.1,0.0909,0,0,0,0,0,1,0
1,2011-01-09,1,0,0,0,1,0.08,0.0909,0,0,0,0,0,0,1
0,2011-01-09,1,0,0,0,1,0.1,0.0909,1,0,0,0,0,0,0
0,2011-01-09,1,0,0,0,1,0.12,0.0758,0,1,0,0,0,0,0
0,2011-01-09,1,0,0,0,1,0.14,0.1061,0,0,1,0,0,0,0
2,2011-01-09,1,0,0,0,1,0.16,0.1212,0,0,0,1,0,0,0
4,2011-01-09,1,0,0,0,1,0.18,0.1364,2,0,0,0,1,0,0
6,2011-01-09,1,0,0,0,1,0.2,0.1667,4,2,0,0,0,1,0
8,2011-01-09,1,0,0,0,1,0.22,0.1818,6,4,2,0,0,0,1
5,2011-01-09,1,0,0,0,1,0.22,0.197,8,6,4,2,0,0,0
13,2011-01-09,1,0,0,0,1,0.2,0.1667,5,8,6,4,2,0,0
3,2011-01-09,1,0,0,0,1,0.18,0.1515,13,5,8,6,4,2,0
4,2011-01-09,1,0,0,0,1,0.16,0.1364,3,13,5,8,6,4,2
1,2011-01-09,1,0,0,0,1,0.16,0.1364,4,3,13,5,8,6,4
0,2011-01-09,1,0,0,0,1,0.14,0.1212,1,4,3,13,5,8,6
1,2011-01-09,1,0,0,0,1,0.14,0.1061,0,1,4,3,13,5,8
5,2011-01-09,1,0,0,0,1,0.14,0.1212,1,0,1,4,3,13,5
0,2011-01-09,1,0,0,0,1,0.12,0.1364,5,1,0,1,4,3,13
2,2011-01-10,1,0,1,1,1,0.12,0.1212,0,5,1,0,1,4,3
1,2011-01-10,1,0,1,1,1,0.12,0.1212,2,0,5,1,0,1,4
0,2011-01-10,1,0,1,1,1,0.12,0.1212,1,2,0,5,1,0,1
0,2011-01-10,1,0,1,1,1,0.12,0.1212,0,1,2,0,5,1,0
1,2011-01-10,1,0,1,1,1,0.1,0.1212,0,0,1,2,0,5,1
0,2011-01-10,1,0,1,1,1,0.1,0.1061,1,0,0,1,2,0,5
0,2011-01-10,1,0,1,1,1,0.12,0.1212,0,1,0,0,1,2,0
2,2011-01-10,1,0,1,1,1,0.12,0.1212,0,0,1,0,0,1,2
4,2011-01-10,1,0,1,1,2,0.12,0.1212,2,0,0,1,0,0,1
2,2011-01-10,1,0,1,1,2,0.14,0.1212,4,2,0,0,1,0,0
0,2011-01-10,1,0,1,1,2,0.14,0.1212,2,4,2,0,0,1,0
2,2011-01-10,1,0,1,1,2,0.16,0.1364,0,2,4,2,0,0,1
5,2011-01-10,1,0,1,1,2,0.2,0.1818,2,0,2,4,2,0,0
4,2011-01-10,1,0,1,1,2,0.2,0.1818,5,2,0,2,4,2,0
0,2011-01-10,1,0,1,1,2,0.2,0.197,4,5,2,0,2,4,2
2,2011-01-10,1,0,1,1,2,0.2,0.197,0,4,5,2,0,2,4
4,2011-01-10,1,0,1,1,1,0.2,0.2121,2,0,4,5,2,0,2
4,2011-01-10,1,0,1,1,1,0.2,0.2273,4,2,0,4,5,2,0
1,2011-01-10,1,0,1,1,1,0.2,0.197,4,4,2,0,4,5,2
3,2011-01-10,1,0,1,1,1,0.16,0.1667,1,4,4,2,0,4,5
1,2011-01-10,1,0,1,1,1,0.16,0.1667,3,1,4,4,2,0,4
1,2011-01-10,1,0,1,1,1,0.14,0.1364,1,3,1,4,4,2,0
2,2011-01-10,1,0,1,1,1,0.14,0.1515,1,1,3,1,4,4,2
0,2011-01-10,1,0,1,1,1,0.14,0.1515,2,1,1,3,1,4,4
2,2011-01-11,1,0,2,1,1,0.14,0.1667,0,2,1,1,3,1,4
0,2011-01-11,1,0,2,1,1,0.14,0.1515,2,0,2,1,1,3,1
0,2011-01-11,1,0,2,1,2,0.16,0.1515,0,2,0,2,1,1,3
0,2011-01-11,1,0,2,1,2,0.16,0.1818,0,0,2,0,2,1,1
0,2011-01-11,1,0,2,1,2,0.16,0.1818,0,0,0,2,0,2,1
2,2011-01-11,1,0,2,1,2,0.16,0.2273,0,0,0,0,2,0,2
3,2011-01-11,1,0,2,1,2,0.18,0.2121,2,0,0,0,0,2,0
3,2011-01-11,1,0,2,1,2,0.18,0.197,3,2,0,0,0,0,2
3,2011-01-11,1,0,2,1,2,0.2,0.2121,3,3,2,0,0,0,0
4,2011-01-11,1,0,2,1,2,0.2,0.2121,3,3,3,2,0,0,0
2,2011-01-11,1,0,2,1,2,0.2,0.2273,4,3,3,3,2,0,0
6,2011-01-11,1,0,2,1,2,0.2,0.2273,2,4,3,3,3,2,0
3,2011-01-11,1,0,2,1,2,0.2,0.2273,6,2,4,3,3,3,2
2,2011-01-11,1,0,2,1,2,0.16,0.197,3,6,2,4,3,3,3
4,2011-01-11,1,0,2,1,2,0.16,0.1515,2,3,6,2,4,3,3
6,2011-01-11,1,0,2,1,2,0.16,0.1515,4,2,3,6,2,4,3
1,2011-01-11,1,0,2,1,3,0.16,0.1818,6,4,2,3,6,2,4
0,2011-01-11,1,0,2,1,3,0.16,0.2273,1,6,4,2,3,6,2
0,2011-01-11,1,0,2,1,3,0.16,0.1515,0,1,6,4,2,3,6
0,2011-01-11,1,0,2,1,3,0.16,0.197,0,0,1,6,4,2,3
1,2011-01-11,1,0,2,1,3,0.16,0.1818,0,0,0,1,6,4,2
1,2011-01-11,1,0,2,1,3,0.16,0.197,1,0,0,0,1,6,4
0,2011-01-12,1,0,3,1,2,0.16,0.197,1,1,0,0,0,1,6
0,2011-01-12,1,0,3,1,2,0.16,0.1818,0,1,1,0,0,0,1
0,2011-01-12,1,0,3,1,1,0.14,0.1515,0,0,1,1,0,0,0
0,2011-01-12,1,0,3,1,1,0.14,0.1515,0,0,0,1,1,0,0
0,2011-01-12,1,0,3,1,1,0.12,0.1515,0,0,0,0,1,1,0
0,2011-01-12,1,0,3,1,1,0.14,0.1515,0,0,0,0,0,1,1
3,2011-01-12,1,0,3,1,1,0.16,0.1667,0,0,0,0,0,0,1
3,2011-01-12,1,0,3,1,1,0.16,0.1364,3,0,0,0,0,0,0
0,2011-01-12,1,0,3,1,1,0.18,0.1818,3,3,0,0,0,0,0
3,2011-01-12,1,0,3,1,1,0.2,0.1818,0,3,3,0,0,0,0
3,2011-01-12,1,0,3,1,1,0.2,0.1515,3,0,3,3,0,0,0
0,2011-01-12,1,0,3,1,1,0.22,0.197,3,3,0,3,3,0,0
0,2011-01-12,1,0,3,1,1,0.2,0.1818,0,3,3,0,3,3,0
1,2011-01-12,1,0,3,1,1,0.2,0.1667,0,0,3,3,0,3,3
5,2011-01-12,1,0,3,1,1,0.22,0.197,1,0,0,3,3,0,3
0,2011-01-12,1,0,3,1,1,0.2,0.1818,5,1,0,0,3,3,0
2,2011-01-12,1,0,3,1,1,0.2,0.1515,0,5,1,0,0,3,3
1,2011-01-12,1,0,3,1,1,0.18,0.1515,2,0,5,1,0,0,3
2,2011-01-12,1,0,3,1,1,0.16,0.1364,1,2,0,5,1,0,0
0,2011-01-12,1,0,3,1,1,0.16,0.1364,2,1,2,0,5,1,0
1,2011-01-12,1,0,3,1,1,0.16,0.1212,0,2,1,2,0,5,1
1,2011-01-12,1,0,3,1,1,0.14,0.1061,1,0,2,1,2,0,5
1,2011-01-13,1,0,4,1,1,0.14,0.1212,1,1,0,2,1,2,0
0,2011-01-13,1,0,4,1,1,0.14,0.1212,1,1,1,0,2,1,2
0,2011-01-13,1,0,4,1,1,0.14,0.1212,0,1,1,1,0,2,1
0,2011-01-13,1,0,4,1,1,0.14,0.1212,0,0,1,1,1,0,2
0,2011-01-13,1,0,4,1,1,0.14,0.1212,0,0,0,1,1,1,0
0,2011-01-13,1,0,4,1,1,0.14,0.1212,0,0,0,0,1,1,1
0,2011-01-13,1,0,4,1,1,0.12,0.1515,0,0,0,0,0,1,1
0,2011-01-13,1,0,4,1,1,0.12,0.1515,0,0,0,0,0,0,1
5,2011-01-13,1,0,4,1,1,0.14,0.1364,0,0,0,0,0,0,0
2,2011-01-13,1,0,4,1,1,0.14,0.1212,5,0,0,0,0,0,0
2,2011-01-13,1,0,4,1,2,0.16,0.1364,2,5,0,0,0,0,0
4,2011-01-13,1,0,4,1,2,0.2,0.1667,2,2,5,0,0,0,0
3,2011-01-13,1,0,4,1,1,0.2,0.1667,4,2,2,5,0,0,0
2,2011-01-13,1,0,4,1,1,0.22,0.197,3,4,2,2,5,0,0
3,2011-01-13,1,0,4,1,1,0.22,0.197,2,3,4,2,2,5,0
5,2011-01-13,1,0,4,1,1,0.24,0.2121,3,2,3,4,2,2,5
2,2011-01-13,1,0,4,1,1,0.24,0.2121,5,3,2,3,4,2,2
4,2011-01-13,1,0,4,1,1,0.2,0.1818,2,5,3,2,3,4,2
3,2011-01-13,1,0,4,1,1,0.2,0.1818,4,2,5,3,2,3,4
1,2011-01-13,1,0,4,1,1,0.16,0.1515,3,4,2,5,3,2,3
0,2011-01-13,1,0,4,1,1,0.16,0.1515,1,3,4,2,5,3,2
0,2011-01-13,1,0,4,1,1,0.14,0.1212,0,1,3,4,2,5,3
0,2011-01-13,1,0,4,1,1,0.14,0.1212,0,0,1,3,4,2,5
1,2011-01-13,1,0,4,1,1,0.12,0.1364,0,0,0,1,3,4,2
0,2011-01-14,1,0,5,1,1,0.12,0.1364,1,0,0,0,1,3,4
0,2011-01-14,1,0,5,1,1,0.1,0.1212,0,1,0,0,0,1,3
0,2011-01-14,1,0,5,1,1,0.1,0.1212,0,0,1,0,0,0,1
0,2011-01-14,1,0,5,1,1,0.1,0.1364,0,0,0,1,0,0,0
0,2011-01-14,1,0,5,1,1,0.1,0.1364,0,0,0,0,1,0,0
0,2011-01-14,1,0,5,1,1,0.1,0.1818,0,0,0,0,0,1,0
0,2011-01-14,1,0,5,1,1,0.1,0.1212,0,0,0,0,0,0,1
2,2011-01-14,1,0,5,1,1,0.12,0.1667,0,0,0,0,0,0,0
0,2011-01-14,1,0,5,1,1,0.14,0.1515,2,0,0,0,0,0,0
4,2011-01-14,1,0,5,1,1,0.18,0.1818,0,2,0,0,0,0,0
6,2011-01-14,1,0,5,1,1,0.18,0.1667,4,0,2,0,0,0,0
2,2011-01-14,1,0,5,1,1,0.2,0.197,6,4,0,2,0,0,0
4,2011-01-14,1,0,5,1,1,0.22,0.197,2,6,4,0,2,0,0
5,2011-01-14,1,0,5,1,1,0.22,0.2121,4,2,6,4,0,2,0
9,2011-01-14,1,0,5,1,1,0.24,0.2424,5,4,2,6,4,0,2
3,2011-01-14,1,0,5,1,1,0.22,0.2424,9,5,4,2,6,4,0
4,2011-01-14,1,0,5,1,1,0.22,0.2273,3,9,5,4,2,6,4
5,2011-01-14,1,0,5,1,1,0.2,0.2576,4,3,9,5,4,2,6
3,2011-01-14,1,0,5,1,1,0.16,0.197,5,4,3,9,5,4,2
0,2011-01-14,1,0,5,1,1,0.18,0.2424,3,5,4,3,9,5,4
4,2011-01-14,1,0,5,1,1,0.16,0.2273,0,3,5,4,3,9,5
2,2011-01-14,1,0,5,1,2,0.16,0.2273,4,0,3,5,4,3,9
1,2011-01-14,1,0,5,1,2,0.18,0.2424,2,4,0,3,5,4,3
3,2011-01-15,1,0,6,0,1,0.18,0.2424,1,2,4,0,3,5,4
2,2011-01-15,1,0,6,0,2,0.16,0.197,3,1,2,4,0,3,5
0,2011-01-15,1,0,6,0,2,0.16,0.197,2,3,1,2,4,0,3
1,2011-01-15,1,0,6,0,2,0.16,0.2273,0,2,3,1,2,4,0
0,2011-01-15,1,0,6,0,2,0.16,0.2273,1,0,2,3,1,2,4
0,2011-01-15,1,0,6,0,1,0.16,0.2273,0,1,0,2,3,1,2
1,2011-01-15,1,0,6,0,1,0.14,0.1667,0,0,1,0,2,3,1
1,2011-01-15,1,0,6,0,1,0.14,0.2121,1,0,0,1,0,2,3
1,2011-01-15,1,0,6,0,1,0.14,0.1515,1,1,0,0,1,0,2
2,2011-01-15,1,0,6,0,1,0.16,0.1818,1,1,1,0,0,1,0
2,2011-01-15,1,0,6,0,1,0.18,0.197,2,1,1,1,0,0,1
18,2011-01-15,1,0,6,0,1,0.2,0.197,2,2,1,1,1,0,0
15,2011-01-15,1,0,6,0,1,0.24,0.2273,18,2,2,1,1,1,0
21,2011-01-15,1,0,6,0,1,0.28,0.2576,15,18,2,2,1,1,1
