target,date,season,holiday,weekday,workingday,weathersit,temp,atemp,TM1,TM2,TM3,TM4,TM5,TM6,TM7
92,2011-01-04,1,0,2,1,1,0.12,0.1515,36,4,2,1,2,5,11
177,2011-01-04,1,0,2,1,1,0.14,0.1515,92,36,4,2,1,2,5
98,2011-01-04,1,0,2,1,1,0.16,0.1515,177,92,36,4,2,1,2
37,2011-01-04,1,0,2,1,2,0.16,0.1364,98,177,92,36,4,2,1
50,2011-01-04,1,0,2,1,1,0.22,0.2121,37,98,177,92,36,4,2
66,2011-01-04,1,0,2,1,1,0.22,0.2273,50,37,98,177,92,36,4
79,2011-01-04,1,0,2,1,1,0.24,0.2273,66,50,37,98,177,92,36
54,2011-01-04,1,0,2,1,1,0.26,0.2576,79,66,50,37,98,177,92
48,2011-01-04,1,0,2,1,1,0.28,0.2727,54,79,66,50,37,98,177
68,2011-01-04,1,0,2,1,1,0.3,0.2879,48,54,79,66,50,37,98
202,2011-01-04,1,0,2,1,1,0.28,0.2727,68,48,54,79,66,50,37
179,2011-01-04,1,0,2,1,1,0.26,0.2576,202,68,48,54,79,66,50
110,2011-01-04,1,0,2,1,1,0.24,0.2576,179,202,68,48,54,79,66
53,2011-01-04,1,0,2,1,1,0.24,0.2576,110,179,202,68,48,54,79
48,2011-01-04,1,0,2,1,1,0.22,0.2727,53,110,179,202,68,48,54
34,2011-01-04,1,0,2,1,1,0.22,0.2576,48,53,110,179,202,68,48
9,2011-01-04,1,0,2,1,1,0.2,0.2273,34,48,53,110,179,202,68
6,2011-01-05,1,0,3,1,1,0.2,0.2576,9,34,48,53,110,179,202
6,2011-01-05,1,0,3,1,1,0.16,0.197,6,9,34,48,53,110,179
2,2011-01-05,1,0,3,1,1,0.16,0.197,6,6,9,34,48,53,110
2,2011-01-05,1,0,3,1,1,0.24,0.2273,2,6,6,9,34,48,53
3,2011-01-05,1,0,3,1,1,0.22,0.2273,2,2,6,6,9,34,48
33,2011-01-05,1,0,3,1,1,0.2,0.197,3,2,2,6,6,9,34
87,2011-01-05,1,0,3,1,1,0.18,0.1818,33,3,2,2,6,6,9
192,2011-01-05,1,0,3,1,1,0.2,0.1818,87,33,3,2,2,6,6
109,2011-01-05,1,0,3,1,1,0.22,0.197,192,87,33,3,2,2,6
53,2011-01-05,1,0,3,1,1,0.22,0.197,109,192,87,33,3,2,2
34,2011-01-05,1,0,3,1,1,0.26,0.2273,53,109,192,87,33,3,2
74,2011-01-05,1,0,3,1,1,0.26,0.2273,34,53,109,192,87,33,3
65,2011-01-05,1,0,3,1,1,0.28,0.2576,74,34,53,109,192,87,33
52,2011-01-05,1,0,3,1,1,0.3,0.2879,65,74,34,53,109,192,87
55,2011-01-05,1,0,3,1,1,0.3,0.2879,52,65,74,34,53,109,192
85,2011-01-05,1,0,3,1,1,0.3,0.3182,55,52,65,74,34,53,109
186,2011-01-05,1,0,3,1,1,0.24,0.2273,85,55,52,65,74,34,53
166,2011-01-05,1,0,3,1,1,0.24,0.2424,186,85,55,52,65,74,34
127,2011-01-05,1,0,3,1,1,0.24,0.2576,166,186,85,55,52,65,74
82,2011-01-05,1,0,3,1,1,0.22,0.2273,127,166,186,85,55,52,65
40,2011-01-05,1,0,3,1,1,0.2,0.197,82,127,166,186,85,55,52
41,2011-01-05,1,0,3,1,1,0.18,0.197,40,82,127,166,186,85,55
18,2011-01-05,1,0,3,1,1,0.2,0.2576,41,40,82,127,166,186,85
11,2011-01-06,1,0,4,1,1,0.18,0.2424,18,41,40,82,127,166,186
4,2011-01-06,1,0,4,1,1,0.16,0.2273,11,18,41,40,82,127,166
2,2011-01-06,1,0,4,1,1,0.16,0.2273,4,11,18,41,40,82,127
1,2011-01-06,1,0,4,1,2,0.16,0.197,2,4,11,18,41,40,82
4,2011-01-06,1,0,4,1,2,0.14,0.1818,1,2,4,11,18,41,40
36,2011-01-06,1,0,4,1,2,0.14,0.1667,4,1,2,4,11,18,41
95,2011-01-06,1,0,4,1,2,0.16,0.2273,36,4,1,2,4,11,18
216,2011-01-06,1,0,4,1,1,0.16,0.2273,95,36,4,1,2,4,11
116,2011-01-06,1,0,4,1,2,0.18,0.2424,216,95,36,4,1,2,4
42,2011-01-06,1,0,4,1,1,0.2,0.2576,116,216,95,36,4,1,2
57,2011-01-06,1,0,4,1,1,0.22,0.2576,42,116,216,95,36,4,1
78,2011-01-06,1,0,4,1,1,0.26,0.2879,57,42,116,216,95,36,4
55,2011-01-06,1,0,4,1,1,0.26,0.2727,78,57,42,116,216,95,36
59,2011-01-06,1,0,4,1,1,0.28,0.2727,55,78,57,42,116,216,95
54,2011-01-06,1,0,4,1,1,0.28,0.2727,59,55,78,57,42,116,216
74,2011-01-06,1,0,4,1,1,0.26,0.2576,54,59,55,78,57,42,116
163,2011-01-06,1,0,4,1,1,0.22,0.2273,74,54,59,55,78,57,42
158,2011-01-06,1,0,4,1,1,0.22,0.2273,163,74,54,59,55,78,57
109,2011-01-06,1,0,4,1,1,0.22,0.2576,158,163,74,54,59,55,78
66,2011-01-06,1,0,4,1,1,0.2,0.2121,109,158,163,74,54,59,55
48,2011-01-06,1,0,4,1,2,0.22,0.2121,66,109,158,163,74,54,59
51,2011-01-06,1,0,4,1,2,0.22,0.2121,48,66,109,158,163,74,54
19,2011-01-06,1,0,4,1,2,0.2,0.197,51,48,66,109,158,163,74
13,2011-01-07,1,0,5,1,2,0.2,0.197,19,51,48,66,109,158,163
5,2011-01-07,1,0,5,1,2,0.2,0.197,13,19,51,48,66,109,158
1,2011-01-07,1,0,5,1,2,0.2,0.197,5,13,19,51,48,66,109
1,2011-01-07,1,0,5,1,2,0.2,0.2121,1,5,13,19,51,48,66
5,2011-01-07,1,0,5,1,3,0.22,0.2727,1,1,5,13,19,51,48
26,2011-01-07,1,0,5,1,2,0.2,0.2576,5,1,1,5,13,19,51
76,2011-01-07,1,0,5,1,1,0.2,0.2121,26,5,1,1,5,13,19
190,2011-01-07,1,0,5,1,1,0.2,0.197,76,26,5,1,1,5,13
125,2011-01-07,1,0,5,1,1,0.2,0.1818,190,76,26,5,1,1,5
47,2011-01-07,1,0,5,1,1,0.22,0.197,125,190,76,26,5,1,1
48,2011-01-07,1,0,5,1,2,0.2,0.197,47,125,190,76,26,5,1
50,2011-01-07,1,0,5,1,2,0.2,0.197,48,47,125,190,76,26,5
64,2011-01-07,1,0,5,1,2,0.2,0.1818,50,48,47,125,190,76,26
43,2011-01-07,1,0,5,1,2,0.2,0.197,64,50,48,47,125,190,76
63,2011-01-07,1,0,5,1,2,0.2,0.2121,43,64,50,48,47,125,190
82,2011-01-07,1,0,5,1,2,0.2,0.2121,63,43,64,50,48,47,125
178,2011-01-07,1,0,5,1,2,0.2,0.2576,82,63,43,64,50,48,47
116,2011-01-07,1,0,5,1,1,0.2,0.2273,178,82,63,43,64,50,48
92,2011-01-07,1,0,5,1,1,0.16,0.197,116,178,82,63,43,64,50
50,2011-01-07,1,0,5,1,1,0.18,0.2121,92,116,178,82,63,43,64
39,2011-01-07,1,0,5,1,1,0.18,0.197,50,92,116,178,82,63,43
34,2011-01-07,1,0,5,1,2,0.18,0.197,39,50,92,116,178,82,63
14,2011-01-07,1,0,5,1,2,0.18,0.197,34,39,50,92,116,178,82
24,2011-01-08,1,0,6,0,2,0.18,0.197,14,34,39,50,92,116,178
15,2011-01-08,1,0,6,0,2,0.18,0.2121,24,14,34,39,50,92,116
13,2011-01-08,1,0,6,0,2,0.18,0.2424,15,24,14,34,39,50,92
7,2011-01-08,1,0,6,0,3,0.18,0.197,13,15,24,14,34,39,50
1,2011-01-08,1,0,6,0,3,0.18,0.197,7,13,15,24,14,34,39
5,2011-01-08,1,0,6,0,2,0.16,0.1667,1,7,13,15,24,14,34
2,2011-01-08,1,0,6,0,2,0.16,0.1667,5,1,7,13,15,24,14
8,2011-01-08,1,0,6,0,2,0.16,0.1818,2,5,1,7,13,15,24
15,2011-01-08,1,0,6,0,3,0.16,0.1818,8,2,5,1,7,13,15
20,2011-01-08,1,0,6,0,3,0.16,0.1818,15,8,2,5,1,7,13
56,2011-01-08,1,0,6,0,2,0.18,0.197,20,15,8,2,5,1,7
60,2011-01-08,1,0,6,0,2,0.2,0.1818,56,20,15,8,2,5,1
90,2011-01-08,1,0,6,0,2,0.2,0.1818,60,56,20,15,8,2,5
95,2011-01-08,1,0,6,0,1,0.2,0.1818,90,60,56,20,15,8,2
83,2011-01-08,1,0,6,0,1,0.2,0.1667,95,90,60,56,20,15,8
69,2011-01-08,1,0,6,0,1,0.2,0.1667,83,95,90,60,56,20,15
68,2011-01-08,1,0,6,0,1,0.18,0.1364,69,83,95,90,60,56,20
64,2011-01-08,1,0,6,0,1,0.16,0.1212,68,69,83,95,90,60,56
52,2011-01-08,1,0,6,0,1,0.14,0.1212,64,68,69,83,95,90,60
26,2011-01-08,1,0,6,0,1,0.14,0.1212,52,64,68,69,83,95,90
28,2011-01-08,1,0,6,0,1,0.12,0.1212,26,52,64,68,69,83,95
35,2011-01-08,1,0,6,0,1,0.12,0.1061,28,26,52,64,68,69,83
33,2011-01-08,1,0,6,0,1,0.12,0.1061,35,28,26,52,64,68,69
22,2011-01-08,1,0,6,0,1,0.1,0.0606,33,35,28,26,52,64,68
24,2011-01-09,1,0,0,0,1,0.1,0.0758,22,33,35,28,26,52,64
12,2011-01-09,1,0,0,0,1,0.1,0.0606,24,22,33,35,28,26,52
11,2011-01-09,1,0,0,0,1,0.1,0.0606,12,24,22,33,35,28,26
4,2011-01-09,1,0,0,0,1,0.1,0.0758,11,12,24,22,33,35,28
1,2011-01-09,1,0,0,0,1,0.08,0.0909,4,11,12,24,22,33,35
1,2011-01-09,1,0,0,0,1,0.08,0.0909,1,4,11,12,24,22,33
1,2011-01-09,1,0,0,0,1,0.1,0.0909,1,1,4,11,12,24,22
5,2011-01-09,1,0,0,0,1,0.08,0.0909,1,1,1,4,11,12,24
10,2011-01-09,1,0,0,0,1,0.1,0.0909,5,1,1,1,4,11,12
19,2011-01-09,1,0,0,0,1,0.12,0.0758,10,5,1,1,1,4,11
49,2011-01-09,1,0,0,0,1,0.14,0.1061,19,10,5,1,1,1,4
47,2011-01-09,1,0,0,0,1,0.16,0.1212,49,19,10,5,1,1,1
79,2011-01-09,1,0,0,0,1,0.18,0.1364,47,49,19,10,5,1,1
69,2011-01-09,1,0,0,0,1,0.2,0.1667,79,47,49,19,10,5,1
64,2011-01-09,1,0,0,0,1,0.22,0.1818,69,79,47,49,19,10,5
77,2011-01-09,1,0,0,0,1,0.22,0.197,64,69,79,47,49,19,10
79,2011-01-09,1,0,0,0,1,0.2,0.1667,77,64,69,79,47,49,19
59,2011-01-09,1,0,0,0,1,0.18,0.1515,79,77,64,69,79,47,49
44,2011-01-09,1,0,0,0,1,0.16,0.1364,59,79,77,64,69,79,47
40,2011-01-09,1,0,0,0,1,0.16,0.1364,44,59,79,77,64,69,79
38,2011-01-09,1,0,0,0,1,0.14,0.1212,40,44,59,79,77,64,69
19,2011-01-09,1,0,0,0,1,0.14,0.1061,38,40,44,59,79,77,64
10,2011-01-09,1,0,0,0,1,0.14,0.1212,19,38,40,44,59,79,77
6,2011-01-09,1,0,0,0,1,0.12,0.1364,10,19,38,40,44,59,79
3,2011-01-10,1,0,1,1,1,0.12,0.1212,6,10,19,38,40,44,59
0,2011-01-10,1,0,1,1,1,0.12,0.1212,3,6,10,19,38,40,44
3,2011-01-10,1,0,1,1,1,0.12,0.1212,0,3,6,10,19,38,40
1,2011-01-10,1,0,1,1,1,0.12,0.1212,3,0,3,6,10,19,38
2,2011-01-10,1,0,1,1,1,0.1,0.1212,1,3,0,3,6,10,19
3,2011-01-10,1,0,1,1,1,0.1,0.1061,2,1,3,0,3,6,10
31,2011-01-10,1,0,1,1,1,0.12,0.1212,3,2,1,3,0,3,6
75,2011-01-10,1,0,1,1,1,0.12,0.1212,31,3,2,1,3,0,3
184,2011-01-10,1,0,1,1,2,0.12,0.1212,75,31,3,2,1,3,0
92,2011-01-10,1,0,1,1,2,0.14,0.1212,184,75,31,3,2,1,3
31,2011-01-10,1,0,1,1,2,0.14,0.1212,92,184,75,31,3,2,1
28,2011-01-10,1,0,1,1,2,0.16,0.1364,31,92,184,75,31,3,2
47,2011-01-10,1,0,1,1,2,0.2,0.1818,28,31,92,184,75,31,3
50,2011-01-10,1,0,1,1,2,0.2,0.1818,47,28,31,92,184,75,31
47,2011-01-10,1,0,1,1,2,0.2,0.197,50,47,28,31,92,184,75
43,2011-01-10,1,0,1,1,2,0.2,0.197,47,50,47,28,31,92,184
70,2011-01-10,1,0,1,1,1,0.2,0.2121,43,47,50,47,28,31,92
174,2011-01-10,1,0,1,1,1,0.2,0.2273,70,43,47,50,47,28,31
154,2011-01-10,1,0,1,1,1,0.2,0.197,174,70,43,47,50,47,28
92,2011-01-10,1,0,1,1,1,0.16,0.1667,154,174,70,43,47,50,47
73,2011-01-10,1,0,1,1,1,0.16,0.1667,92,154,174,70,43,47,50
37,2011-01-10,1,0,1,1,1,0.14,0.1364,73,92,154,174,70,43,47
22,2011-01-10,1,0,1,1,1,0.14,0.1515,37,73,92,154,174,70,43
18,2011-01-10,1,0,1,1,1,0.14,0.1515,22,37,73,92,154,174,70
10,2011-01-11,1,0,2,1,1,0.14,0.1667,18,22,37,73,92,154,174
3,2011-01-11,1,0,2,1,1,0.14,0.1515,10,18,22,37,73,92,154
3,2011-01-11,1,0,2,1,2,0.16,0.1515,3,10,18,22,37,73,92
6,2011-01-11,1,0,2,1,2,0.16,0.1818,3,3,10,18,22,37,73
27,2011-01-11,1,0,2,1,2,0.16,0.1818,6,3,3,10,18,22,37
97,2011-01-11,1,0,2,1,2,0.16,0.2273,27,6,3,3,10,18,22
214,2011-01-11,1,0,2,1,2,0.18,0.2121,97,27,6,3,3,10,18
127,2011-01-11,1,0,2,1,2,0.18,0.197,214,97,27,6,3,3,10
51,2011-01-11,1,0,2,1,2,0.2,0.2121,127,214,97,27,6,3,3
31,2011-01-11,1,0,2,1,2,0.2,0.2121,51,127,214,97,27,6,3
55,2011-01-11,1,0,2,1,2,0.2,0.2273,31,51,127,214,97,27,6
46,2011-01-11,1,0,2,1,2,0.2,0.2273,55,31,51,127,214,97,27
60,2011-01-11,1,0,2,1,2,0.2,0.2273,46,55,31,51,127,214,97
45,2011-01-11,1,0,2,1,2,0.16,0.197,60,46,55,31,51,127,214
72,2011-01-11,1,0,2,1,2,0.16,0.1515,45,60,46,55,31,51,127
130,2011-01-11,1,0,2,1,2,0.16,0.1515,72,45,60,46,55,31,51
94,2011-01-11,1,0,2,1,3,0.16,0.1818,130,72,45,60,46,55,31
51,2011-01-11,1,0,2,1,3,0.16,0.2273,94,130,72,45,60,46,55
32,2011-01-11,1,0,2,1,3,0.16,0.1515,51,94,130,72,45,60,46
20,2011-01-11,1,0,2,1,3,0.16,0.197,32,51,94,130,72,45,60
28,2011-01-11,1,0,2,1,3,0.16,0.1818,20,32,51,94,130,72,45
18,2011-01-11,1,0,2,1,3,0.16,0.197,28,20,32,51,94,130,72
7,2011-01-12,1,0,3,1,2,0.16,0.197,18,28,20,32,51,94,130
6,2011-01-12,1,0,3,1,2,0.16,0.1818,7,18,28,20,32,51,94
1,2011-01-12,1,0,3,1,1,0.14,0.1515,6,7,18,28,20,32,51
5,2011-01-12,1,0,3,1,1,0.14,0.1515,1,6,7,18,28,20,32
16,2011-01-12,1,0,3,1,1,0.12,0.1515,5,1,6,7,18,28,20
54,2011-01-12,1,0,3,1,1,0.14,0.1515,16,5,1,6,7,18,28
125,2011-01-12,1,0,3,1,1,0.16,0.1667,54,16,5,1,6,7,18
78,2011-01-12,1,0,3,1,1,0.16,0.1364,125,54,16,5,1,6,7
39,2011-01-12,1,0,3,1,1,0.18,0.1818,78,125,54,16,5,1,6
32,2011-01-12,1,0,3,1,1,0.2,0.1818,39,78,125,54,16,5,1
52,2011-01-12,1,0,3,1,1,0.2,0.1515,32,39,78,125,54,16,5
49,2011-01-12,1,0,3,1,1,0.22,0.197,52,32,39,78,125,54,16
44,2011-01-12,1,0,3,1,1,0.2,0.1818,49,52,32,39,78,125,54
48,2011-01-12,1,0,3,1,1,0.2,0.1667,44,49,52,32,39,78,125
63,2011-01-12,1,0,3,1,1,0.22,0.197,48,44,49,52,32,39,78
139,2011-01-12,1,0,3,1,1,0.2,0.1818,63,48,44,49,52,32,39
135,2011-01-12,1,0,3,1,1,0.2,0.1515,139,63,48,44,49,52,32
82,2011-01-12,1,0,3,1,1,0.18,0.1515,135,139,63,48,44,49,52
54,2011-01-12,1,0,3,1,1,0.16,0.1364,82,135,139,63,48,44,49
57,2011-01-12,1,0,3,1,1,0.16,0.1364,54,82,135,139,63,48,44
32,2011-01-12,1,0,3,1,1,0.16,0.1212,57,54,82,135,139,63,48
19,2011-01-12,1,0,3,1,1,0.14,0.1061,32,57,54,82,135,139,63
6,2011-01-13,1,0,4,1,1,0.14,0.1212,19,32,57,54,82,135,139
2,2011-01-13,1,0,4,1,1,0.14,0.1212,6,19,32,57,54,82,135
2,2011-01-13,1,0,4,1,1,0.14,0.1212,2,6,19,32,57,54,82
3,2011-01-13,1,0,4,1,1,0.14,0.1212,2,2,6,19,32,57,54
4,2011-01-13,1,0,4,1,1,0.14,0.1212,3,2,2,6,19,32,57
3,2011-01-13,1,0,4,1,1,0.14,0.1212,4,3,2,2,6,19,32
28,2011-01-13,1,0,4,1,1,0.12,0.1515,3,4,3,2,2,6,19
72,2011-01-13,1,0,4,1,1,0.12,0.1515,28,3,4,3,2,2,6
197,2011-01-13,1,0,4,1,1,0.14,0.1364,72,28,3,4,3,2,2
137,2011-01-13,1,0,4,1,1,0.14,0.1212,197,72,28,3,4,3,2
36,2011-01-13,1,0,4,1,2,0.16,0.1364,137,197,72,28,3,4,3
33,2011-01-13,1,0,4,1,2,0.2,0.1667,36,137,197,72,28,3,4
49,2011-01-13,1,0,4,1,1,0.2,0.1667,33,36,137,197,72,28,3
81,2011-01-13,1,0,4,1,1,0.22,0.197,49,33,36,137,197,72,28
39,2011-01-13,1,0,4,1,1,0.22,0.197,81,49,33,36,137,197,72
55,2011-01-13,1,0,4,1,1,0.24,0.2121,39,81,49,33,36,137,197
76,2011-01-13,1,0,4,1,1,0.24,0.2121,55,39,81,49,33,36,137
158,2011-01-13,1,0,4,1,1,0.2,0.1818,76,55,39,81,49,33,36
141,2011-01-13,1,0,4,1,1,0.2,0.1818,158,76,55,39,81,49,33
98,2011-01-13,1,0,4,1,1,0.16,0.1515,141,158,76,55,39,81,49
64,2011-01-13,1,0,4,1,1,0.16,0.1515,98,141,158,76,55,39,81
40,2011-01-13,1,0,4,1,1,0.14,0.1212,64,98,141,158,76,55,39
30,2011-01-13,1,0,4,1,1,0.14,0.1212,40,64,98,141,158,76,55
14,2011-01-13,1,0,4,1,1,0.12,0.1364,30,40,64,98,141,158,76
14,2011-01-14,1,0,5,1,1,0.12,0.1364,14,30,40,64,98,141,158
5,2011-01-14,1,0,5,1,1,0.1,0.1212,14,14,30,40,64,98,141
1,2011-01-14,1,0,5,1,1,0.1,0.1212,5,14,14,30,40,64,98
1,2011-01-14,1,0,5,1,1,0.1,0.1364,1,5,14,14,30,40,64
8,2011-01-14,1,0,5,1,1,0.1,0.1364,1,1,5,14,14,30,40
17,2011-01-14,1,0,5,1,1,0.1,0.1818,8,1,1,5,14,14,30
70,2011-01-14,1,0,5,1,1,0.1,0.1212,17,8,1,1,5,14,14
156,2011-01-14,1,0,5,1,1,0.12,0.1667,70,17,8,1,1,5,14
117,2011-01-14,1,0,5,1,1,0.14,0.1515,156,70,17,8,1,1,5
40,2011-01-14,1,0,5,1,1,0.18,0.1818,117,156,70,17,8,1,1
47,2011-01-14,1,0,5,1,1,0.18,0.1667,40,117,156,70,17,8,1
59,2011-01-14,1,0,5,1,1,0.2,0.197,47,40,117,156,70,17,8
73,2011-01-14,1,0,5,1,1,0.22,0.197,59,47,40,117,156,70,17
59,2011-01-14,1,0,5,1,1,0.22,0.2121,73,59,47,40,117,156,70
59,2011-01-14,1,0,5,1,1,0.24,0.2424,59,73,59,47,40,117,156
87,2011-01-14,1,0,5,1,1,0.22,0.2424,59,59,73,59,47,40,117
155,2011-01-14,1,0,5,1,1,0.22,0.2273,87,59,59,73,59,47,40
134,2011-01-14,1,0,5,1,1,0.2,0.2576,155,87,59,59,73,59,47
89,2011-01-14,1,0,5,1,1,0.16,0.197,134,155,87,59,59,73,59
68,2011-01-14,1,0,5,1,1,0.18,0.2424,89,134,155,87,59,59,73
48,2011-01-14,1,0,5,1,1,0.16,0.2273,68,89,134,155,87,59,59
34,2011-01-14,1,0,5,1,2,0.16,0.2273,48,68,89,134,155,87,59
26,2011-01-14,1,0,5,1,2,0.18,0.2424,34,48,68,89,134,155,87
25,2011-01-15,1,0,6,0,1,0.18,0.2424,26,34,48,68,89,134,155
18,2011-01-15,1,0,6,0,2,0.16,0.197,25,26,34,48,68,89,134
12,2011-01-15,1,0,6,0,2,0.16,0.197,18,25,26,34,48,68,89
7,2011-01-15,1,0,6,0,2,0.16,0.2273,12,18,25,26,34,48,68
5,2011-01-15,1,0,6,0,2,0.16,0.2273,7,12,18,25,26,34,48
1,2011-01-15,1,0,6,0,1,0.16,0.2273,5,7,12,18,25,26,34
2,2011-01-15,1,0,6,0,1,0.14,0.1667,1,5,7,12,18,25,26
9,2011-01-15,1,0,6,0,1,0.14,0.2121,2,1,5,7,12,18,25
22,2011-01-15,1,0,6,0,1,0.14,0.1515,9,2,1,5,7,12,18
31,2011-01-15,1,0,6,0,1,0.16,0.1818,22,9,2,1,5,7,12
57,2011-01-15,1,0,6,0,1,0.18,0.197,31,22,9,2,1,5,7
54,2011-01-15,1,0,6,0,1,0.2,0.197,57,31,22,9,2,1,5
74,2011-01-15,1,0,6,0,1,0.24,0.2273,54,57,31,22,9,2,1
80,2011-01-15,1,0,6,0,1,0.28,0.2576,74,54,57,31,22,9,2
